true_utility,false_utility,complexity
1.969,2.359,0.648
1.192,7.817,0.786
2.967,2.967,0.6346666666666667
4.421,4.421,0.768
2.87,3.621,0.771
1.882,4.3,0.789
2.563,2.693,0.891
3.285,3.285,0.5946666666666667
2.618,2.618,0.64
3.795,3.908,0.6533333333333333
1.819,8.642,0.807
4.709,4.724,0.789
1.806,1.806,0.648
2.811,3.435,0.807
3.753,3.753,0.6106666666666667
3.226,3.226,0.624
1.021,8.235,0.6186666666666667
2.437,2.437,0.64
3.014,3.014,0.6506666666666666
3.852,3.852,0.616
2.201,3.501,0.6453333333333333
2.765,3.499,0.6346666666666667
3.817,3.817,0.6586666666666666
3.2,3.2,0.64
3.028,3.254,0.6693333333333333
3.003,3.698,0.768
3.096,3.318,0.822
3.171,3.171,0.6106666666666667
2.424,6.128,0.656
2.069,4.23,0.616
2.806,2.806,0.795
3.265,3.355,0.6613333333333333
2.354,5.62,0.6133333333333333
2.908,2.908,0.6186666666666667
3.123,3.123,0.822
2.258,7.959,0.762
3.849,3.865,0.64
3.84,3.896,0.664
1.708,2.223,0.5706666666666667
4.342,4.342,0.774
2.143,4.869,0.771
3.293,3.293,0.801
3.148,4.594,0.6586666666666666
2.856,2.856,0.6453333333333333
4.235,4.235,0.81
1.066,7.394,0.6586666666666666
3.256,3.256,0.656
3.019,3.875,0.762
2.869,3.731,0.789
2.089,6.068,0.828
2.121,2.132,0.664
2.896,2.896,0.6693333333333333
3.338,3.499,0.792
3.351,3.901,0.795
4.262,4.294,0.789
3.932,3.932,0.762
2.303,2.303,0.6293333333333333
3.799,5.279,0.648
2.034,6.808,0.846
2.873,3.094,0.6693333333333333
2.929,3.258,0.6293333333333333
3.248,3.548,0.861
3.866,3.866,0.783
2.541,6.304,0.795
3.522,4.141,0.81
3.397,3.824,0.616
3.674,3.674,0.783
1.114,4.094,0.6693333333333333
1.204,8.083,0.6106666666666667
3.249,4.018,0.6666666666666666
2.58,2.844,0.789
3.801,3.854,0.608
4.347,4.347,0.831
2.979,3.632,0.78
2.238,7.095,0.864
2.697,2.745,0.789
3.331,3.331,0.6693333333333333
1.394,5.792,0.592
3.467,4.767,0.768
2.592,3.397,0.807
2.607,2.607,0.5733333333333334
2.391,2.391,0.6213333333333333
2.645,2.645,0.656
2.86,4.023,0.6426666666666667
3.452,3.452,0.648
0.648,10.675,0.6106666666666667
3.941,4.105,0.786
2.888,2.888,0.632
2.785,2.785,0.6186666666666667
2.738,2.738,0.81
1.754,4.845,0.648
2.112,6.467,0.822
3.953,3.953,0.608
3.42,3.42,0.78
1.445,9.478,0.819
2.545,2.685,0.656
2.214,2.214,0.5866666666666667
2.94,3.699,0.6506666666666666
3.563,3.597,0.608
3.689,3.689,0.6
3.138,3.138,0.822
2.64,3.409,0.792
4.504,4.504,0.762
3.522,3.6,0.798
2.963,2.963,0.822
2.711,4.848,0.819
4.157,4.157,0.64
3.227,3.227,0.5973333333333334
1.665,4.683,0.774
2.998,3.368,0.843
2.022,5.6,0.6453333333333333
3.87,4.146,0.807
3.325,3.325,0.804
2.376,2.376,0.624
3.449,3.449,0.861
3.92,3.92,0.632
2.406,5.507,0.852
0.974,7.419,0.81
2.984,2.984,0.664
3.356,3.356,0.765
0.899,9.415,0.6213333333333333
1.733,5.404,0.855
3.903,4.428,0.822
4.093,4.093,0.5946666666666667
2.888,2.888,0.6426666666666667
4.333,4.333,0.608
0.657,8.687,0.777
3.725,4.644,0.78
3.998,5.718,0.864
2.291,2.401,0.831
4.772,5.417,0.801
2.67,5.155,0.81
2.09,4.737,0.786
3.009,3.009,0.6693333333333333
0.83,7.672,0.795
2.675,2.675,0.672
2.972,3.103,0.6293333333333333
2.516,2.654,0.6586666666666666
1.735,1.827,0.6346666666666667
3.534,3.534,0.6053333333333333
2.741,2.741,0.828
2.966,2.966,0.783
3.014,3.478,0.771
2.964,2.964,0.6506666666666666
3.569,3.569,0.78
2.779,2.779,0.771
3.992,4.074,0.849
3.728,3.728,0.6666666666666666
2.001,7.984,0.813
3.422,3.422,0.777
0.898,11.063,0.5573333333333333
1.13,7.05,0.616
4.281,4.479,0.942
2.924,2.924,0.672
4.577,4.584,0.807
3.03,3.223,0.6666666666666666
3.53,3.566,0.6666666666666666
1.632,7.08,0.6666666666666666
3.872,4.8,0.825
3.351,3.351,0.768
2.913,4.206,0.852
3.583,3.942,0.6613333333333333
3.545,3.545,0.6693333333333333
3.217,3.217,0.6053333333333333
3.267,3.618,0.819
1.693,5.734,0.6426666666666667
3.373,3.383,0.777
0.226,9.762,0.6293333333333333
1.865,2.841,0.6453333333333333
1.53,2.342,0.6
3.077,3.077,0.5866666666666667
2.91,2.91,0.616
2.667,2.667,0.828
4.009,4.009,0.819
3.644,3.644,0.777
3.256,3.256,0.804
3.066,3.066,0.5893333333333334
1.147,7.038,0.6346666666666667
0.805,10.694,0.6506666666666666
3.366,4.145,0.765
2.514,2.698,0.6693333333333333
4.032,4.032,0.828
3.528,3.755,0.6213333333333333
2.862,2.895,0.762
2.246,2.246,0.6373333333333333
3.481,3.481,0.819
3.375,3.375,0.783
3.01,3.01,0.795
2.311,2.311,0.592
3.258,3.628,0.6533333333333333
2.443,3.084,0.792
4.13,4.13,0.783
3.659,3.659,0.6586666666666666
3.161,5.528,0.906
4.763,4.804,0.664
3.326,4.17,0.882
3.297,3.403,0.6106666666666667
5.036,5.046,0.656
3.38,3.38,0.584
2.638,2.638,0.5813333333333334
1.883,2.596,0.807
2.854,3.644,0.6426666666666667
3.534,3.552,0.852
4.52,4.968,0.64
2.796,2.796,0.6133333333333333
2.583,4.215,0.792
3.044,3.334,0.792
2.464,2.464,0.6026666666666667
2.47,2.791,0.843
2.654,2.654,0.765
3.712,3.712,0.816
2.753,5.803,0.786
2.816,3.278,0.87
3.779,3.883,0.801
4.379,4.506,0.795
2.968,5.331,0.819
2.68,2.68,0.616
2.48,2.48,0.624
2.729,2.942,0.616
3.377,3.377,0.6026666666666667
3.578,4.936,0.843
2.852,2.862,0.6426666666666667
2.854,2.854,0.6213333333333333
4.496,4.496,0.807
2.553,2.553,0.786
3.437,3.437,0.592
3.468,3.468,0.771
1.649,8.4,0.798
0.756,10.419,0.804
4.005,5.391,0.849
3.021,3.021,0.831
2.061,6.847,0.831
3.5,3.5,0.656
3.163,3.163,0.6533333333333333
4.28,4.28,0.81
2.436,2.436,0.616
4.18,4.234,0.804
3.513,3.652,0.807
3.177,3.177,0.771
3.493,3.493,0.819
3.85,4.826,0.786
2.21,2.21,0.789
3.71,3.71,0.792
2.465,2.465,0.632
3.206,7.078,0.849
3.622,3.622,0.6453333333333333
4.586,4.602,0.771
2.389,2.529,0.6533333333333333
3.275,3.275,0.64
2.962,2.962,0.6586666666666666
3.249,3.488,0.771
3.33,3.883,0.672
3.594,3.594,0.6533333333333333
3.039,3.039,0.762
3.601,3.754,0.849
3.743,3.764,0.849
1.069,5.456,0.6186666666666667
